org,repo,activity,comments,prs,commits,issues,authors_alt2,authors_alt1,authors
kata-containers,kata-containers/runtime,3235,2180,385,169,501,82,"abdennour,Ace-Tang,amshinde,annabellebertooch,anthonyzxu,batarian71,bekars,bergwolf,bfields,caoruidong,chavafg,chenxumsft,ChristophSGR,crosbymichael,devimc,dungeonmaster18,eadamsintel,egernst,enzian,GabyCT,gkennedy12,gnawux,gnodli,grahamwhaley,greg-jablonski,guangxuli,hanwei1990,harche,hongbin,hwinkel,introllo,jamiehannaford,jcvenegas,jessfraz,jingxiaolu,jiulongzaitian,jodh-intel,jon,jshachm,katabuilder,keloyang,kfox1111,Kuvesz,laijs,lifupan,liujing2,liwei,lizk1989,malc0lm,markdryan,m-barthelemy,mcastelino,miaoyq,mmgaggle,mnaser,morph027,mpe,n3wt0nSAN,navidshaikh,nitkon,Pennyzct,raravena80,reallinfo,resouer,sameo,sboeuf,stefanha,svarlamov,t3hmrman,tallclair,teawater,vladostp,weekface,Weichen81,WeiZhang555,woshijpf,wwq19920405,xindazhao,xuliker,ydjainopensource,ygefen,ZeroMagic","abdennour,Ace-Tang,amshinde,annabellebertooch,anthonyzxu,batarian71,bekars,bergwolf,bfields,caoruidong,chavafg,chenxumsft,ChristophSGR,crosbymichael,devimc,dungeonmaster18,eadamsintel,egernst,enzian,GabyCT,gkennedy12,gnawux,gnodli,grahamwhaley,greg-jablonski,guangxuli,hanwei1990,harche,hongbin,hwinkel,introllo,jamiehannaford,jcvenegas,jessfraz,jingxiaolu,jiulongzaitian,jodh-intel,jon,jshachm,katabuilder,keloyang,kfox1111,Kuvesz,laijs,lifupan,liujing2,liwei,lizk1989,malc0lm,markdryan,m-barthelemy,mcastelino,miaoyq,mmgaggle,mnaser,morph027,mpe,n3wt0nSAN,navidshaikh,nitkon,Pennyzct,raravena80,reallinfo,resouer,sameo,sboeuf,stefanha,svarlamov,t3hmrman,tallclair,teawater,vladostp,weekface,Weichen81,WeiZhang555,woshijpf,wwq19920405,xindazhao,xuliker,ydjainopensource,ygefen,ZeroMagic"
kata-containers,kata-containers/documentation,895,474,165,80,176,41,"amshinde,annabellebertooch,bergwolf,caoruidong,cboylan,chavafg,coolsvap,davidstrauss,devimc,eadamsintel,egernst,GabyCT,gnawux,grahamwhaley,intelkevinputnam,jcvenegas,JerryOpenix,jodh-intel,jon,jshachm,klynnrif,maniankara,mnaser,morph027,n3wt0nSAN,netuzero,nitkon,OGtrilliams,Pennyzct,pnunn,raravena80,rcaballeromx,sboeuf,scooley,swsyes,vizdrag561,vrothberg,Weichen81,WeiZhang555,ydjainopensource,zeigerpuppy","amshinde,annabellebertooch,bergwolf,caoruidong,cboylan,chavafg,coolsvap,davidstrauss,devimc,eadamsintel,egernst,GabyCT,gnawux,grahamwhaley,intelkevinputnam,jcvenegas,JerryOpenix,jodh-intel,jon,jshachm,klynnrif,maniankara,mnaser,morph027,n3wt0nSAN,netuzero,nitkon,OGtrilliams,Pennyzct,pnunn,raravena80,rcaballeromx,sboeuf,scooley,swsyes,vizdrag561,vrothberg,Weichen81,WeiZhang555,ydjainopensource,zeigerpuppy"
kata-containers,kata-containers/agent,1939,1212,313,149,265,34,"amshinde,basheerk,bergwolf,caoruidong,chavafg,devimc,eadamsintel,egernst,GabyCT,gnawux,grahamwhaley,harche,jcvenegas,jingxiaolu,Jodh,jodh-intel,jshachm,keloyang,laijs,lifupan,liwei,liyingjun,markdryan,mcastelino,nitkon,Pennyzct,rcaballeromx,sameo,sboeuf,stefanha,teawater,vbmade2000,WeiZhang555,ydjainopensource","amshinde,basheerk,bergwolf,caoruidong,chavafg,devimc,eadamsintel,egernst,GabyCT,gnawux,grahamwhaley,harche,jcvenegas,jingxiaolu,Jodh,jodh-intel,jshachm,keloyang,laijs,lifupan,liwei,liyingjun,markdryan,mcastelino,nitkon,Pennyzct,rcaballeromx,sameo,sboeuf,stefanha,teawater,vbmade2000,WeiZhang555,ydjainopensource"
kata-containers,kata-containers/tests,2383,1195,453,220,515,31,"amshinde,basheerk,bergwolf,caoruidong,cboylan,chavafg,dagrh,devimc,DnPlas,egernst,erick0z,GabyCT,grahamwhaley,intelkevinputnam,jberkus,jcvenegas,jodh-intel,jon,kalyxin02,katabuilder,klynnrif,liwei,nitkon,Pennyzct,rcaballeromx,sameo,sboeuf,Weichen81,WeiZhang555,wwq19920405,ydjainopensource","amshinde,basheerk,bergwolf,caoruidong,cboylan,chavafg,dagrh,devimc,DnPlas,egernst,erick0z,GabyCT,grahamwhaley,intelkevinputnam,jberkus,jcvenegas,jodh-intel,jon,kalyxin02,katabuilder,klynnrif,liwei,nitkon,Pennyzct,rcaballeromx,sameo,sboeuf,Weichen81,WeiZhang555,wwq19920405,ydjainopensource"
kata-containers,kata-containers/community,247,131,47,25,44,29,"amshinde,annabellebertooch,bergwolf,broady,egernst,fungi,gnawux,grahamwhaley,intelkevinputnam,jberkus,jbryce,jcvenegas,jessfraz,jodh-intel,kat,klynnrif,laijs,lsell,mrhillsman,mytototo,nitkon,raravena80,sameo,sboeuf,sjug,tallclair,ttx,WeiZhang555,zeigerpuppy","amshinde,annabellebertooch,bergwolf,broady,egernst,fungi,gnawux,grahamwhaley,intelkevinputnam,jberkus,jbryce,jcvenegas,jessfraz,jodh-intel,kat,klynnrif,laijs,lsell,mrhillsman,mytototo,nitkon,raravena80,sameo,sboeuf,sjug,tallclair,ttx,WeiZhang555,zeigerpuppy"
kata-containers,kata-containers/osbuilder,803,489,117,54,143,28,"amshinde,bergwolf,caoruidong,chavafg,ColinIanKing,devimc,DnPlas,egernst,erick0z,GabyCT,grahamwhaley,harche,jcvenegas,JerryOpenix,jodh-intel,jvoorhis,klynnrif,liangchenye,liyingjun,nirmoy,nitkon,Pennyzct,rcaballeromx,sameo,sboeuf,stefanha,WeiZhang555,ydjainopensource","amshinde,bergwolf,caoruidong,chavafg,ColinIanKing,devimc,DnPlas,egernst,erick0z,GabyCT,grahamwhaley,harche,jcvenegas,JerryOpenix,jodh-intel,jvoorhis,klynnrif,liangchenye,liyingjun,nirmoy,nitkon,Pennyzct,rcaballeromx,sameo,sboeuf,stefanha,WeiZhang555,ydjainopensource"
kata-containers,kata-containers/proxy,540,317,112,44,67,27,"aduenasd,amshinde,basheerk,bergwolf,caoruidong,cboylan,chavafg,codecov-io,coolsvap,devimc,egernst,gnawux,grahamwhaley,jcvenegas,jodh-intel,jshachm,laijs,liyingjun,nitkon,raravena80,rcaballeromx,sameo,sboeuf,shuquan,teawater,WeiZhang555,ydjainopensource","aduenasd,amshinde,basheerk,bergwolf,caoruidong,cboylan,chavafg,codecov-io,coolsvap,devimc,egernst,gnawux,grahamwhaley,jcvenegas,jodh-intel,jshachm,laijs,liyingjun,nitkon,raravena80,rcaballeromx,sameo,sboeuf,shuquan,teawater,WeiZhang555,ydjainopensource"
kata-containers,kata-containers/packaging,587,347,92,48,100,25,"ajaeger,amshinde,bergwolf,cboylan,chavafg,devimc,DnPlas,egernst,eguzman3,erick0z,GabyCT,gkennedy12,gnawux,grahamwhaley,jcvenegas,jodh-intel,lsm5,markdryan,mrguitar,nitkon,Pennyzct,raravena80,sboeuf,Weichen81,ydjainopensource","ajaeger,amshinde,bergwolf,cboylan,chavafg,devimc,DnPlas,egernst,eguzman3,erick0z,GabyCT,gkennedy12,gnawux,grahamwhaley,jcvenegas,jodh-intel,lsm5,markdryan,mrguitar,nitkon,Pennyzct,raravena80,sboeuf,Weichen81,ydjainopensource"
openstack-charmers,openstack-charmers/openstack-bundles,317,84,113,93,27,23,"ajkavanagh,alogracia,andrewdmcleod,arosales,ChrisMacNaughton,coreycb,dannf,fnordahl,gnuoy,javacruft,l0nax,marosg42,McL0v1n,mskalka,nobuto-m,richardsith,ryan-beisner,ryanmickler,sfeole,smohankarthik,szeestraten,thedac,wmphang","ajkavanagh,alogracia,andrewdmcleod,arosales,ChrisMacNaughton,coreycb,dannf,fnordahl,gnuoy,javacruft,l0nax,marosg42,McL0v1n,mskalka,nobuto-m,richardsith,ryan-beisner,ryanmickler,sfeole,smohankarthik,szeestraten,thedac,wmphang"
kata-containers,kata-containers/shim,506,269,111,49,77,20,"amshinde,bergwolf,caoruidong,chavafg,devimc,egernst,GabyCT,gnawux,grahamwhaley,jcvenegas,jodh-intel,jshachm,laijs,nitkon,raravena80,sameo,sboeuf,teawater,WeiZhang555,ydjainopensource","amshinde,bergwolf,caoruidong,chavafg,devimc,egernst,GabyCT,gnawux,grahamwhaley,jcvenegas,jodh-intel,jshachm,laijs,nitkon,raravena80,sameo,sboeuf,teawater,WeiZhang555,ydjainopensource"
